ad_id,provider,target_age,impressions,spend,headline,body
ad_4028,Afterpay,18-24,1744,3577.08,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4029,PayPal Pay Later,25-34,3860,3528.68,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4030,Sezzle,18-24,2885,4536.91,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4031,Afterpay,18-24,1554,1417.28,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4032,PayPal Pay Later,35-44,5002,3731.35,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_4033,Klarna,18-24,2305,1719.08,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4034,Klarna,18-24,1606,1684.78,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4035,Sezzle,25-34,6941,4081.84,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4036,Afterpay,18-24,3358,270.15,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4037,Afterpay,25-34,2141,3083.85,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4038,Affirm,35-44,1228,1608.64,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_4039,Zip,25-34,2045,4088.4,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4040,Sezzle,55-64,923,1278.8,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_4041,Sezzle,25-34,4769,3446.08,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4042,PayPal Pay Later,18-24,5773,1694.44,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4043,Zip,18-24,1580,3217.23,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4044,Affirm,25-34,5394,4691.39,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4045,Sezzle,25-34,1094,360.34,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4046,Sezzle,25-34,393,4443.56,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now!
ad_4047,Zip,35-44,3646,3388.58,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4048,Klarna,18-24,8603,1453.78,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today."
ad_4049,PayPal Pay Later,18-24,2337,3738.84,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4050,Zip,45-54,3823,2925.87,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_4051,Sezzle,18-24,2090,4230.63,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4052,Sezzle,25-34,2588,592.58,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4053,Klarna,45-54,1309,160.71,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_4054,Klarna,35-44,3816,3666.43,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_4055,Zip,25-34,17488,4759.5,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4056,Affirm,25-34,2459,4509.36,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4057,PayPal Pay Later,25-34,5138,140.83,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today."
ad_4058,Klarna,18-24,5890,780.29,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4059,Sezzle,25-34,1318,843.01,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout.
ad_4060,Sezzle,18-24,371,4605.42,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4061,PayPal Pay Later,45-54,11538,3002.05,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4062,Zip,25-34,3926,4489.3,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4063,PayPal Pay Later,18-24,896,4528.13,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4064,PayPal Pay Later,18-24,4250,565.65,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4065,Sezzle,18-24,5379,1140.32,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4066,Klarna,25-34,7446,3842.88,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4067,Sezzle,18-24,10551,917.59,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4068,Affirm,25-34,2014,376.61,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today."
ad_4069,Affirm,18-24,2807,4907.87,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4070,Affirm,18-24,2033,1029.85,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_4071,Klarna,45-54,540,4687.02,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_4072,Sezzle,25-34,8831,1646.41,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4073,Klarna,25-34,6650,1345.63,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4074,Sezzle,25-34,1307,4200.95,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4075,Affirm,35-44,1575,1348.44,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4076,Affirm,25-34,1724,4158.86,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4077,Klarna,45-54,2521,590.11,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_4078,Sezzle,18-24,6688,1079.62,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4079,Klarna,35-44,25717,2002.66,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_4080,Sezzle,45-54,1717,2349.16,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_4081,Zip,18-24,3143,2960.55,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_4082,Sezzle,45-54,3282,3908.98,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4083,Zip,35-44,364,3861.92,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_4084,Zip,18-24,7106,1936.35,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout.
ad_4085,Sezzle,25-34,1920,618.54,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4086,Afterpay,18-24,9518,1277.33,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today."
ad_4087,Affirm,18-24,663,3277.38,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4088,Afterpay,18-24,15038,3906.11,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4089,PayPal Pay Later,18-24,1906,2834.78,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4090,PayPal Pay Later,45-54,5814,966.93,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_4091,Zip,18-24,1572,3065.73,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4092,Zip,45-54,2122,292.8,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now!
ad_4093,Zip,25-34,3576,1982.55,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4094,Sezzle,45-54,1562,1808.32,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_4095,PayPal Pay Later,25-34,8316,522.92,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4096,Affirm,25-34,1528,4164.54,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4097,Sezzle,25-34,2092,4567.16,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4098,Sezzle,25-34,2200,380.89,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4099,Afterpay,25-34,1767,980.57,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4100,Klarna,25-34,3075,457.79,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4101,Zip,25-34,3176,1902.6,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4102,Afterpay,55-64,1549,1741.29,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4103,PayPal Pay Later,18-24,4829,4932.96,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_4104,Zip,18-24,3382,3553.9,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_4105,Klarna,45-54,10085,452.89,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_4106,Zip,25-34,1764,3124.66,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4107,Klarna,18-24,6560,1743.46,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4108,Sezzle,25-34,4480,3715.94,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4109,Sezzle,18-24,2458,4856.82,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4110,Affirm,18-24,10412,3773.68,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4111,Zip,25-34,1599,4331.75,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4112,Klarna,35-44,1529,2491.41,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4113,Zip,25-34,1194,1691.06,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today."
ad_4114,Klarna,18-24,27571,4552.71,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_4115,PayPal Pay Later,65+,3261,3842.37,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_4116,Klarna,55-64,457,1690.45,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_4117,Zip,18-24,26804,184.82,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4118,PayPal Pay Later,25-34,1809,561.22,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4119,Klarna,25-34,512,3767.77,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4120,Affirm,18-24,1368,2741.7,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4121,Klarna,25-34,1019,1808.45,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4122,PayPal Pay Later,25-34,806,3021.0,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4123,PayPal Pay Later,18-24,12256,2626.39,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4124,Affirm,35-44,3874,2666.04,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_4125,PayPal Pay Later,55-64,576,3660.63,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_4126,Klarna,25-34,2007,4045.04,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4127,Zip,18-24,6000,4188.22,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout.
ad_4128,Sezzle,18-24,3655,2099.44,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today."
ad_4129,Sezzle,25-34,4587,4439.71,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today."
ad_4130,Affirm,45-54,11112,1888.44,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_4131,Sezzle,25-34,1210,2865.56,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4132,Zip,18-24,4513,1586.48,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4133,Zip,25-34,4938,1267.22,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4134,Afterpay,18-24,5481,3110.65,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_4135,Affirm,25-34,514,1979.23,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4136,Sezzle,35-44,468,3885.56,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today."
ad_4137,Zip,25-34,2171,341.08,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_4138,Sezzle,18-24,637,3725.56,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout.
ad_4139,Afterpay,25-34,7226,1426.96,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4140,Sezzle,25-34,4219,4636.03,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4141,Affirm,25-34,33929,623.47,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4142,Zip,18-24,8414,4124.41,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4143,Afterpay,18-24,6622,3426.52,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4144,Zip,25-34,86839,250.97,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4145,Klarna,25-34,2187,4322.22,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4146,Sezzle,18-24,10310,409.83,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout.
ad_4147,Klarna,35-44,6948,2555.22,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4148,Affirm,55-64,1689,1247.39,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4149,Klarna,25-34,1786,1305.02,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4150,Afterpay,18-24,3024,673.73,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_4151,Sezzle,35-44,1596,4782.42,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4152,Klarna,18-24,488,3596.11,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4153,Afterpay,25-34,2592,4606.89,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4154,Sezzle,18-24,5720,585.52,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4155,Zip,18-24,4735,3381.93,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4156,Zip,18-24,5794,1926.2,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4157,Afterpay,25-34,2441,4543.41,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4158,Affirm,45-54,9524,4928.13,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_4159,Zip,55-64,8594,2138.56,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4160,PayPal Pay Later,25-34,988,3058.88,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4161,Affirm,25-34,6545,4440.59,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4162,Sezzle,18-24,9709,4639.04,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout.
ad_4163,Klarna,18-24,2432,4607.04,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4164,Sezzle,25-34,8219,1942.37,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_4165,Afterpay,35-44,10509,947.52,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4166,Sezzle,35-44,11186,82.26,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4167,Zip,35-44,1594,4717.24,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_4168,Zip,55-64,3898,1694.66,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_4169,Zip,18-24,128,1903.67,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4170,Affirm,25-34,5219,1458.08,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4171,PayPal Pay Later,35-44,3056,1516.27,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_4172,Klarna,25-34,823,4204.22,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4173,Sezzle,25-34,1668,2806.15,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4174,Affirm,25-34,2049,2946.36,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4175,PayPal Pay Later,65+,997,4872.85,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4176,Zip,18-24,2193,4459.78,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4177,Zip,35-44,2192,1350.63,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4178,Zip,25-34,309,3042.59,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4179,PayPal Pay Later,25-34,571,1923.27,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4180,Affirm,45-54,17108,448.56,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4181,Klarna,18-24,2119,2916.75,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4182,Afterpay,45-54,1259,2259.35,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4183,Klarna,55-64,518,147.79,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_4184,Klarna,18-24,5732,2262.13,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4185,PayPal Pay Later,25-34,772,2112.78,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4186,PayPal Pay Later,18-24,3934,2977.98,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4187,Sezzle,35-44,8412,1213.55,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today."
ad_4188,Afterpay,25-34,1875,4295.35,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4189,Sezzle,18-24,1247,1889.56,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_4190,Affirm,45-54,2952,717.3,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_4191,Klarna,35-44,7076,125.11,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4192,Sezzle,18-24,893,976.33,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4193,Sezzle,35-44,3678,482.34,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_4194,Afterpay,18-24,6384,2079.81,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4195,Afterpay,25-34,1986,2118.03,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4196,Afterpay,25-34,1882,2803.72,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4197,Zip,25-34,3722,3596.92,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4198,Klarna,25-34,1187,277.87,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4199,Afterpay,55-64,1096,3140.1,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_4200,Sezzle,25-34,1862,816.9,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4201,PayPal Pay Later,25-34,725,1161.85,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4202,Afterpay,25-34,848,4653.41,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
